"atbatnum","sv_id","des.x","type","start_speed","pitch_type","atbat","b","s","o","start_tfs","start_tfs_zulu","batter","pitcher","des.y","event","b1","b2","b3","score","home_team_runs","away_team_runs","rbi","atbattime100","atbattime","outsatstart","homescore","awayscore","pitchtime100","pitchtime","halfinning","inning","firstpitch","lastpitch","scorediff","situation","li","gamenum"
45,"141021_212053","Ball","B","76.9","CU","45","2","2",2,"021757","2014-10-22T02:17:57Z","543633","518633","Juan Perez flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,21757,2.29916666666667,1,0,5,212053,21.3480555555556,"top","6",21.3480555555556,21.3766666666667,-5,"-4 FALSE FALSE FALSE 1 top 6",0.2,1
45,"141021_212111","Foul","S","92.7","FF","45","2","2",2,"021757","2014-10-22T02:17:57Z","543633","518633","Juan Perez flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,21757,2.29916666666667,1,0,5,212111,21.3530555555556,"top","6",21.3480555555556,21.3766666666667,-5,"-4 FALSE FALSE FALSE 1 top 6",0.2,1
45,"141021_212145","Swinging Strike","S","92.6","FF","45","2","2",2,"021757","2014-10-22T02:17:57Z","543633","518633","Juan Perez flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,21757,2.29916666666667,1,0,5,212145,21.3625,"top","6",21.3480555555556,21.3766666666667,-5,"-4 FALSE FALSE FALSE 1 top 6",0.2,1
45,"141021_212215","Ball","B","80.0","CU","45","2","2",2,"021757","2014-10-22T02:17:57Z","543633","518633","Juan Perez flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,21757,2.29916666666667,1,0,5,212215,21.3708333333333,"top","6",21.3480555555556,21.3766666666667,-5,"-4 FALSE FALSE FALSE 1 top 6",0.2,1
45,"141021_212236","In play, out(s)","X","93.1","FF","45","2","2",2,"021757","2014-10-22T02:17:57Z","543633","518633","Juan Perez flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,21757,2.29916666666667,1,0,5,212236,21.3766666666667,"top","6",21.3480555555556,21.3766666666667,-5,"-4 FALSE FALSE FALSE 1 top 6",0.2,1
46,"141021_212324","Swinging Strike","S","79.2","CU","46","1","2",3,"022030","2014-10-22T02:20:30Z","543063","518633","Brandon Crawford grounds out, first baseman Eric Hosmer to pitcher Danny Duffy.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22030,2.34166666666667,2,0,5,212324,21.39,"top","6",21.39,21.4119444444444,-5,"-4 FALSE FALSE FALSE 2 top 6",0.2,1
46,"141021_212350","Swinging Strike","S","92.1","FF","46","1","2",3,"022030","2014-10-22T02:20:30Z","543063","518633","Brandon Crawford grounds out, first baseman Eric Hosmer to pitcher Danny Duffy.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22030,2.34166666666667,2,0,5,212350,21.3972222222222,"top","6",21.39,21.4119444444444,-5,"-4 FALSE FALSE FALSE 2 top 6",0.2,1
46,"141021_212420","Ball","B","93.5","FF","46","1","2",3,"022030","2014-10-22T02:20:30Z","543063","518633","Brandon Crawford grounds out, first baseman Eric Hosmer to pitcher Danny Duffy.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22030,2.34166666666667,2,0,5,212420,21.4055555555556,"top","6",21.39,21.4119444444444,-5,"-4 FALSE FALSE FALSE 2 top 6",0.2,1
46,"141021_212443","In play, out(s)","X","91.7","FT","46","1","2",3,"022030","2014-10-22T02:20:30Z","543063","518633","Brandon Crawford grounds out, first baseman Eric Hosmer to pitcher Danny Duffy.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22030,2.34166666666667,2,0,5,212443,21.4119444444444,"top","6",21.39,21.4119444444444,-5,"-4 FALSE FALSE FALSE 2 top 6",0.2,1
47,"141021_212807","Ball","B","73.8","CU","47","2","1",1,"022508","2014-10-22T02:25:08Z","493114","518516","Nori Aoki grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22508,2.41888888888889,0,0,5,212807,21.4686111111111,"bottom","6",21.4686111111111,21.485,-5,"-4 FALSE FALSE FALSE 0 bottom 6",0.8,1
47,"141021_212826","Called Strike","S","91.8","FF","47","2","1",1,"022508","2014-10-22T02:25:08Z","493114","518516","Nori Aoki grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22508,2.41888888888889,0,0,5,212826,21.4738888888889,"bottom","6",21.4686111111111,21.485,-5,"-4 FALSE FALSE FALSE 0 bottom 6",0.8,1
47,"141021_212843","Ball","B","71.9","CU","47","2","1",1,"022508","2014-10-22T02:25:08Z","493114","518516","Nori Aoki grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22508,2.41888888888889,0,0,5,212843,21.4786111111111,"bottom","6",21.4686111111111,21.485,-5,"-4 FALSE FALSE FALSE 0 bottom 6",0.8,1
47,"141021_212906","In play, out(s)","X","92.6","FF","47","2","1",1,"022508","2014-10-22T02:25:08Z","493114","518516","Nori Aoki grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22508,2.41888888888889,0,0,5,212906,21.485,"bottom","6",21.4686111111111,21.485,-5,"-4 FALSE FALSE FALSE 0 bottom 6",0.8,1
48,"141021_212949","Called Strike","S","93.0","FT","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,212949,21.4969444444444,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213008","Ball","B","76.0","CU","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213008,21.5022222222222,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213035","Foul Tip","S","86.1","SL","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213035,21.5097222222222,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213059","Foul","S","93.0","FF","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213059,21.5163888888889,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213124","Ball","B","76.0","CU","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213124,21.5233333333333,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213148","Foul","S","92.2","FF","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213148,21.53,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
48,"141021_213218","In play, out(s)","X","92.3","FF","48","2","2",2,"022649","2014-10-22T02:26:49Z","456715","518516","Lorenzo Cain grounds out, shortstop Brandon Crawford to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,22649,2.44694444444444,1,0,5,213218,21.5383333333333,"bottom","6",21.4969444444444,21.5383333333333,-5,"-4 FALSE FALSE FALSE 1 bottom 6",0.5,1
49,"141021_213303","Ball","B","93.2","FF","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213303,21.5508333333333,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
49,"141021_213321","Ball","B","88.0","SL","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213321,21.5558333333333,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
49,"141021_213400","Foul","S","87.8","SL","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213400,21.5666666666667,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
49,"141021_213431","Foul","S","92.9","FF","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213431,21.5752777777778,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
49,"141021_213503","Foul","S","86.7","SL","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213503,21.5841666666667,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
49,"141021_213530","In play, out(s)","X","87.1","SL","49","2","2",3,"023013","2014-10-22T02:30:13Z","543333","518516","Eric Hosmer lines out, pitcher Madison Bumgarner to first baseman Brandon Belt.  ","Lineout",NA,NA,NA,NA,NA,NA,NA,23013,2.50361111111111,2,0,5,213530,21.5916666666667,"bottom","6",21.5508333333333,21.5916666666667,-5,"-4 FALSE FALSE FALSE 2 bottom 6",0.3,1
50,"141021_213856","Ball","B","90.2","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,213856,21.6488888888889,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
50,"141021_213914","Swinging Strike","S","89.8","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,213914,21.6538888888889,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
50,"141021_213938","Ball","B","90.3","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,213938,21.6605555555556,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
50,"141021_214000","Foul","S","90.5","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,214000,21.6666666666667,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
50,"141021_214034","Ball","B","91.7","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,214034,21.6761111111111,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
50,"141021_214056","Ball","B","89.8","FF","50","4","2",0,"023606","2014-10-22T02:36:06Z","453923","518633","Gregor Blanco walks.  ","Walk",NA,NA,NA,NA,NA,NA,NA,23606,2.60166666666667,0,0,5,214056,21.6822222222222,"top","7",21.6488888888889,21.6822222222222,-5,"-4 FALSE FALSE FALSE 0 top 7",0.2,1
51,"141021_214200","Foul","S","89.0","FF","51","0","2",0,"023830","2014-10-22T02:38:30Z","605412","518633","Joe Panik triples (1) on a fly ball to center fielder Lorenzo Cain.   Gregor Blanco scores.  ","Triple",453923,NA,NA,"T","0","6","1",23830,2.64166666666667,0,0,5,214200,21.7,"top","7",21.7,21.7244444444444,-5,"-4 TRUE FALSE FALSE 0 top 7",0.4,1
51,"141021_214231","Foul","S","90.4","FF","51","0","2",0,"023830","2014-10-22T02:38:30Z","605412","518633","Joe Panik triples (1) on a fly ball to center fielder Lorenzo Cain.   Gregor Blanco scores.  ","Triple",453923,NA,NA,"T","0","6","1",23830,2.64166666666667,0,0,5,214231,21.7086111111111,"top","7",21.7,21.7244444444444,-5,"-4 TRUE FALSE FALSE 0 top 7",0.4,1
51,"141021_214328","In play, run(s)","X","75.6","CU","51","0","2",0,"023830","2014-10-22T02:38:30Z","605412","518633","Joe Panik triples (1) on a fly ball to center fielder Lorenzo Cain.   Gregor Blanco scores.  ","Triple",453923,NA,NA,"T","0","6","1",23830,2.64166666666667,0,0,5,214328,21.7244444444444,"top","7",21.7,21.7244444444444,-5,"-4 TRUE FALSE FALSE 0 top 7",0.4,1
52,"141021_214703","Called Strike","S","81.1","CH","52","0","2",1,"024416","2014-10-22T02:44:16Z","457763","525768","Buster Posey lines out to first baseman Eric Hosmer.  ","Lineout",NA,NA,605412,NA,NA,NA,NA,24416,2.73777777777778,0,0,6,214703,21.7841666666667,"top","7",21.7841666666667,21.7952777777778,-6,"-4 FALSE FALSE TRUE 0 top 7",0.2,1
52,"141021_214720","Foul","S","72.2","CU","52","0","2",1,"024416","2014-10-22T02:44:16Z","457763","525768","Buster Posey lines out to first baseman Eric Hosmer.  ","Lineout",NA,NA,605412,NA,NA,NA,NA,24416,2.73777777777778,0,0,6,214720,21.7888888888889,"top","7",21.7841666666667,21.7952777777778,-6,"-4 FALSE FALSE TRUE 0 top 7",0.2,1
52,"141021_214743","In play, out(s)","X","92.7","FF","52","0","2",1,"024416","2014-10-22T02:44:16Z","457763","525768","Buster Posey lines out to first baseman Eric Hosmer.  ","Lineout",NA,NA,605412,NA,NA,NA,NA,24416,2.73777777777778,0,0,6,214743,21.7952777777778,"top","7",21.7841666666667,21.7952777777778,-6,"-4 FALSE FALSE TRUE 0 top 7",0.2,1
53,"141021_214820","Ball","B","72.9","CU","53","2","1",1,"024531","2014-10-22T02:45:31Z","467055","525768","Pablo Sandoval singles on a ground ball to left fielder Alex Gordon.   Joe Panik scores.  ","Single",NA,NA,NA,"T","0","7","1",24531,2.75861111111111,1,0,6,214820,21.8055555555556,"top","7",21.8055555555556,21.8283333333333,-6,"-4 FALSE FALSE FALSE 1 top 7",0.2,1
53,"141021_214838","Ball In Dirt","B","81.9","CH","53","2","1",1,"024531","2014-10-22T02:45:31Z","467055","525768","Pablo Sandoval singles on a ground ball to left fielder Alex Gordon.   Joe Panik scores.  ","Single",NA,NA,NA,"T","0","7","1",24531,2.75861111111111,1,0,6,214838,21.8105555555556,"top","7",21.8055555555556,21.8283333333333,-6,"-4 FALSE FALSE FALSE 1 top 7",0.2,1
53,"141021_214913","Foul","S","92.2","FF","53","2","1",1,"024531","2014-10-22T02:45:31Z","467055","525768","Pablo Sandoval singles on a ground ball to left fielder Alex Gordon.   Joe Panik scores.  ","Single",NA,NA,NA,"T","0","7","1",24531,2.75861111111111,1,0,6,214913,21.8202777777778,"top","7",21.8055555555556,21.8283333333333,-6,"-4 FALSE FALSE FALSE 1 top 7",0.2,1
53,"141021_214942","In play, run(s)","X","80.4","CH","53","2","1",1,"024531","2014-10-22T02:45:31Z","467055","525768","Pablo Sandoval singles on a ground ball to left fielder Alex Gordon.   Joe Panik scores.  ","Single",NA,NA,NA,"T","0","7","1",24531,2.75861111111111,1,0,6,214942,21.8283333333333,"top","7",21.8055555555556,21.8283333333333,-6,"-4 FALSE FALSE FALSE 1 top 7",0.2,1
54,"141021_215024","Called Strike","S","72.8","CU","54","4","1",1,"024732","2014-10-22T02:47:32Z","452254","525768","Hunter Pence walks.  ","Walk",467055,NA,NA,NA,NA,NA,NA,24732,2.79222222222222,1,0,7,215024,21.84,"top","7",21.84,21.87,-7,"-4 TRUE FALSE FALSE 1 top 7",0.3,1
54,"141021_215041","Ball","B","92.6","FF","54","4","1",1,"024732","2014-10-22T02:47:32Z","452254","525768","Hunter Pence walks.  ","Walk",467055,NA,NA,NA,NA,NA,NA,24732,2.79222222222222,1,0,7,215041,21.8447222222222,"top","7",21.84,21.87,-7,"-4 TRUE FALSE FALSE 1 top 7",0.3,1
54,"141021_215100","Ball In Dirt","B","92.3","FF","54","4","1",1,"024732","2014-10-22T02:47:32Z","452254","525768","Hunter Pence walks.  ","Walk",467055,NA,NA,NA,NA,NA,NA,24732,2.79222222222222,1,0,7,215100,21.85,"top","7",21.84,21.87,-7,"-4 TRUE FALSE FALSE 1 top 7",0.3,1
54,"141021_215123","Ball","B","81.9","CH","54","4","1",1,"024732","2014-10-22T02:47:32Z","452254","525768","Hunter Pence walks.  ","Walk",467055,NA,NA,NA,NA,NA,NA,24732,2.79222222222222,1,0,7,215123,21.8563888888889,"top","7",21.84,21.87,-7,"-4 TRUE FALSE FALSE 1 top 7",0.3,1
54,"141021_215212","Ball In Dirt","B","81.2","CH","54","4","1",1,"024732","2014-10-22T02:47:32Z","452254","525768","Hunter Pence walks.  ","Walk",467055,NA,NA,NA,NA,NA,NA,24732,2.79222222222222,1,0,7,215212,21.87,"top","7",21.84,21.87,-7,"-4 TRUE FALSE FALSE 1 top 7",0.3,1
55,"141021_215248","Called Strike","S","90.7","FF","55","0","3",2,"024944","2014-10-22T02:49:44Z","474832","525768","Brandon Belt strikes out swinging.  ","Strikeout",452254,467055,NA,NA,NA,NA,NA,24944,2.82888888888889,1,0,7,215248,21.88,"top","7",21.88,21.9075,-7,"-4 TRUE TRUE FALSE 1 top 7",0.5,1
55,"141021_215307","Called Strike","S","72.7","CU","55","0","3",2,"024944","2014-10-22T02:49:44Z","474832","525768","Brandon Belt strikes out swinging.  ","Strikeout",452254,467055,NA,NA,NA,NA,NA,24944,2.82888888888889,1,0,7,215307,21.8852777777778,"top","7",21.88,21.9075,-7,"-4 TRUE TRUE FALSE 1 top 7",0.5,1
55,"141021_215330","Foul","S","91.8","FF","55","0","3",2,"024944","2014-10-22T02:49:44Z","474832","525768","Brandon Belt strikes out swinging.  ","Strikeout",452254,467055,NA,NA,NA,NA,NA,24944,2.82888888888889,1,0,7,215330,21.8916666666667,"top","7",21.88,21.9075,-7,"-4 TRUE TRUE FALSE 1 top 7",0.5,1
55,"141021_215358","Foul","S","82.2","CH","55","0","3",2,"024944","2014-10-22T02:49:44Z","474832","525768","Brandon Belt strikes out swinging.  ","Strikeout",452254,467055,NA,NA,NA,NA,NA,24944,2.82888888888889,1,0,7,215358,21.8994444444444,"top","7",21.88,21.9075,-7,"-4 TRUE TRUE FALSE 1 top 7",0.5,1
55,"141021_215427","Swinging Strike","S","91.8","FF","55","0","3",2,"024944","2014-10-22T02:49:44Z","474832","525768","Brandon Belt strikes out swinging.  ","Strikeout",452254,467055,NA,NA,NA,NA,NA,24944,2.82888888888889,1,0,7,215427,21.9075,"top","7",21.88,21.9075,-7,"-4 TRUE TRUE FALSE 1 top 7",0.5,1
56,"141021_215502","Ball","B","92.6","FF","56","1","0",3,"025205","2014-10-22T02:52:05Z","434604","525768","Michael Morse flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25205,2.86805555555556,2,0,7,215502,21.9172222222222,"top","7",21.9172222222222,21.9230555555556,-7,"-4 FALSE FALSE FALSE 2 top 7",0.1,1
56,"141021_215523","In play, out(s)","X","92.2","FF","56","1","0",3,"025205","2014-10-22T02:52:05Z","434604","525768","Michael Morse flies out to center fielder Lorenzo Cain.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25205,2.86805555555556,2,0,7,215523,21.9230555555556,"top","7",21.9172222222222,21.9230555555556,-7,"-4 FALSE FALSE FALSE 2 top 7",0.1,1
57,"141021_220108","Called Strike","S","87.7","SL","57","2","1",1,"025816","2014-10-22T02:58:16Z","456714","518516","Billy Butler flies out to center fielder Gregor Blanco.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25816,2.97111111111111,0,0,7,220108,22.0188888888889,"bottom","7",22.0188888888889,22.0375,-7,"-4 FALSE FALSE FALSE 0 bottom 7",0.8,1
57,"141021_220130","Ball","B","85.3","CH","57","2","1",1,"025816","2014-10-22T02:58:16Z","456714","518516","Billy Butler flies out to center fielder Gregor Blanco.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25816,2.97111111111111,0,0,7,220130,22.025,"bottom","7",22.0188888888889,22.0375,-7,"-4 FALSE FALSE FALSE 0 bottom 7",0.8,1
57,"141021_220153","Ball","B","76.0","CU","57","2","1",1,"025816","2014-10-22T02:58:16Z","456714","518516","Billy Butler flies out to center fielder Gregor Blanco.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25816,2.97111111111111,0,0,7,220153,22.0313888888889,"bottom","7",22.0188888888889,22.0375,-7,"-4 FALSE FALSE FALSE 0 bottom 7",0.8,1
57,"141021_220215","In play, out(s)","X","92.5","FT","57","2","1",1,"025816","2014-10-22T02:58:16Z","456714","518516","Billy Butler flies out to center fielder Gregor Blanco.  ","Flyout",NA,NA,NA,NA,NA,NA,NA,25816,2.97111111111111,0,0,7,220215,22.0375,"bottom","7",22.0188888888889,22.0375,-7,"-4 FALSE FALSE FALSE 0 bottom 7",0.8,1
58,"141021_220302","Called Strike","S","93.2","FF","58","0","2",2,"025958","2014-10-22T02:59:58Z","460086","518516","Alex Gordon grounds out to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,25958,2.99944444444444,1,0,7,220302,22.0505555555556,"bottom","7",22.0505555555556,22.0625,-7,"-4 FALSE FALSE FALSE 1 bottom 7",0.5,1
58,"141021_220322","Swinging Strike","S","93.0","FF","58","0","2",2,"025958","2014-10-22T02:59:58Z","460086","518516","Alex Gordon grounds out to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,25958,2.99944444444444,1,0,7,220322,22.0561111111111,"bottom","7",22.0505555555556,22.0625,-7,"-4 FALSE FALSE FALSE 1 bottom 7",0.5,1
58,"141021_220345","In play, out(s)","X","93.2","FF","58","0","2",2,"025958","2014-10-22T02:59:58Z","460086","518516","Alex Gordon grounds out to first baseman Brandon Belt.  ","Groundout",NA,NA,NA,NA,NA,NA,NA,25958,2.99944444444444,1,0,7,220345,22.0625,"bottom","7",22.0505555555556,22.0625,-7,"-4 FALSE FALSE FALSE 1 bottom 7",0.5,1
59,"141021_220424","Called Strike","S","93.7","FF","59","1","2",2,"030123","2014-10-22T03:01:23Z","521692","518516","Salvador Perez homers (1) on a fly ball to left field.  ","Home Run",NA,NA,NA,"T","1","7","1",30123,3.02305555555556,2,0,7,220424,22.0733333333333,"bottom","7",22.0733333333333,22.0911111111111,-7,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
59,"141021_220442","Ball","B","92.9","FF","59","1","2",2,"030123","2014-10-22T03:01:23Z","521692","518516","Salvador Perez homers (1) on a fly ball to left field.  ","Home Run",NA,NA,NA,"T","1","7","1",30123,3.02305555555556,2,0,7,220442,22.0783333333333,"bottom","7",22.0733333333333,22.0911111111111,-7,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
59,"141021_220503","Foul","S","92.5","FT","59","1","2",2,"030123","2014-10-22T03:01:23Z","521692","518516","Salvador Perez homers (1) on a fly ball to left field.  ","Home Run",NA,NA,NA,"T","1","7","1",30123,3.02305555555556,2,0,7,220503,22.0841666666667,"bottom","7",22.0733333333333,22.0911111111111,-7,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
59,"141021_220528","In play, run(s)","X","92.5","FF","59","1","2",2,"030123","2014-10-22T03:01:23Z","521692","518516","Salvador Perez homers (1) on a fly ball to left field.  ","Home Run",NA,NA,NA,"T","1","7","1",30123,3.02305555555556,2,0,7,220528,22.0911111111111,"bottom","7",22.0733333333333,22.0911111111111,-7,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
60,"141021_220616","Called Strike","S","87.2","SL","60","0","1",3,"030324","2014-10-22T03:03:24Z","408299","518516","Omar Infante pops out to shortstop Brandon Crawford.  ","Pop Out",NA,NA,NA,NA,NA,NA,NA,30324,3.05666666666667,2,1,7,220616,22.1044444444444,"bottom","7",22.1044444444444,22.11,-6,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
60,"141021_220636","In play, out(s)","X","92.7","FF","60","0","1",3,"030324","2014-10-22T03:03:24Z","408299","518516","Omar Infante pops out to shortstop Brandon Crawford.  ","Pop Out",NA,NA,NA,NA,NA,NA,NA,30324,3.05666666666667,2,1,7,220636,22.11,"bottom","7",22.1044444444444,22.11,-6,"-4 FALSE FALSE FALSE 2 bottom 7",0.2,1
61,"141021_221000","Called Strike","S","88.8","FF","61","0","3",1,"030711","2014-10-22T03:07:11Z","543633","525768","Juan Perez called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30711,3.11972222222222,0,1,7,221000,22.1666666666667,"top","8",22.1666666666667,22.1763888888889,-6,"-4 FALSE FALSE FALSE 0 top 8",0.2,1
61,"141021_221016","Swinging Strike","S","72.9","CU","61","0","3",1,"030711","2014-10-22T03:07:11Z","543633","525768","Juan Perez called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30711,3.11972222222222,0,1,7,221016,22.1711111111111,"top","8",22.1666666666667,22.1763888888889,-6,"-4 FALSE FALSE FALSE 0 top 8",0.2,1
61,"141021_221035","Called Strike","S","81.4","CH","61","0","3",1,"030711","2014-10-22T03:07:11Z","543633","525768","Juan Perez called out on strikes.  ","Strikeout",NA,NA,NA,NA,NA,NA,NA,30711,3.11972222222222,0,1,7,221035,22.1763888888889,"top","8",22.1666666666667,22.1763888888889,-6,"-4 FALSE FALSE FALSE 0 top 8",0.2,1
62,"141021_221116","Ball","B","73.1","CU","62","2","1",1,"030808","2014-10-22T03:08:08Z","543063","525768","Brandon Crawford singles on a line drive to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,30808,3.13555555555556,1,1,7,221116,22.1877777777778,"top","8",22.1877777777778,22.2047222222222,-6,"-4 FALSE FALSE FALSE 1 top 8",0.1,1
62,"141021_221136","Swinging Strike","S","81.4","CH","62","2","1",1,"030808","2014-10-22T03:08:08Z","543063","525768","Brandon Crawford singles on a line drive to left fielder Alex Gordon.  ","Single",NA,NA,NA,NA,NA,NA,NA,30808,3.13555555555556,1,1,7,221136,22.1933333333333,"top","8",22.1877777777778,22.2047222222222,-6,"-4 FALSE FALSE FALSE 1 top 8",0.1,1
